Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades
2019-08-21,0.1217,0.12675,0.11638,0.12499,1092199.9,2019-08-21 23:59:59.999000064,134066.378773,1101
2019-08-22,0.12511,0.12862,0.12122,0.12862,1077518.0,2019-08-22 23:59:59.999000064,134210.137385,1279
2019-08-23,0.12776,0.13,0.12505,0.12881,1553937.7,2019-08-23 23:59:59.999000064,197966.888699,1577
2019-08-24,0.1295,0.13297,0.12621,0.13025,1056726.1,2019-08-24 23:59:59.999000064,137420.211588,1030
2019-08-25,0.13004,0.135,0.12102,0.12343,1491172.8,2019-08-25 23:59:59.999000064,192656.153241,1349
2019-08-26,0.12403,0.1258,0.1198,0.12051,897491.7,2019-08-26 23:59:59.999000064,109999.691398,842
2019-08-27,0.12051,0.13346,0.1184,0.133,2514156.8,2019-08-27 23:59:59.999000064,320732.751319,1705
2019-08-28,0.133,0.1335,0.11558,0.11776,2823163.5,2019-08-28 23:59:59.999000064,347262.225023,2378
2019-08-29,0.11775,0.11776,0.106,0.11348,1994964.8,2019-08-29 23:59:59.999000064,222396.463399,1561
2019-08-30,0.11449,0.11578,0.10869,0.11223,1276974.1,2019-08-30 23:59:59.999000064,142047.105391,1074
2019-08-31,0.11223,0.11577,0.1104,0.11304,655594.9,2019-08-31 23:59:59.999000064,73809.417,677
2019-09-01,0.11304,0.11394,0.11,0.11268,609185.4,2019-09-01 23:59:59.999000064,68336.99666,599
2019-09-02,0.11268,0.11324,0.10676,0.11162,723701.9,2019-09-02 23:59:59.999000064,78933.564941,846
2019-09-03,0.1119,0.11334,0.10714,0.11161,1148002.1,2019-09-03 23:59:59.999000064,126559.357638,824
2019-09-04,0.11278,0.11565,0.10903,0.11397,1851996.9,2019-09-04 23:59:59.999000064,207650.174392,1261
2019-09-05,0.11399,0.11621,0.11074,0.11572,1282615.5,2019-09-05 23:59:59.999000064,145883.035428,1200
2019-09-06,0.11571,0.1165,0.10704,0.1091,1692023.7,2019-09-06 23:59:59.999000064,190711.153093,1000
2019-09-07,0.10882,0.11149,0.10779,0.11147,341817.7,2019-09-07 23:59:59.999000064,37411.107687,448
2019-09-08,0.11147,0.11275,0.10997,0.11124,457354.3,2019-09-08 23:59:59.999000064,51071.850435,483
2019-09-09,0.11123,0.1116,0.10669,0.1098,551945.2,2019-09-09 23:59:59.999000064,60050.470959,601
2019-09-10,0.11047,0.113,0.108,0.10926,358307.6,2019-09-10 23:59:59.999000064,39473.724681,429
2019-09-11,0.1098,0.11111,0.10461,0.10732,512676.9,2019-09-11 23:59:59.999000064,54393.945972,496
2019-09-12,0.10768,0.10855,0.10394,0.10493,707060.9,2019-09-12 23:59:59.999000064,74921.802219,582
2019-09-13,0.10493,0.10691,0.10124,0.10521,643745.4,2019-09-13 23:59:59.999000064,66551.501855,609
2019-09-14,0.10534,0.10645,0.10268,0.10534,329132.6,2019-09-14 23:59:59.999000064,34581.300401,393
2019-09-15,0.10524,0.10646,0.10401,0.1057,217002.6,2019-09-15 23:59:59.999000064,22793.468765,303
2019-09-16,0.1057,0.10978,0.10231,0.10511,1129362.8,2019-09-16 23:59:59.999000064,119778.273449,1254
2019-09-17,0.10511,0.10849,0.10114,0.10515,1884207.4,2019-09-17 23:59:59.999000064,199145.828384,1426
2019-09-18,0.10544,0.11298,0.10443,0.1109,1606618.5,2019-09-18 23:59:59.999000064,175890.617498,1651
2019-09-19,0.11156,0.11157,0.10422,0.10864,1055220.9,2019-09-19 23:59:59.999000064,113512.991454,1314
